result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff
Replication Data for: Policy over party: Comparing the effects of candidate ideology and party on affective polarization,doi:10.7910/DVN/V7HWP4,"LELKES, YPHTACH",Political Science Research and Methods (PSRM) Dataverse,Policy over party: comparing the effects of candidate ideology and party on affective polarization,10.1017/psrm.2019.18,0
Replication data for: Adding another level: individual responses to globalization and government welfare policies,doi:10.7910/DVN/26063,"c(""Schaffer, Lena"", ""Spilker, Gabriele"")",Political Science Research and Methods (PSRM) Dataverse,Adding another level individual responses to globalization and government welfare policies,10.1017/psrm.2015.10,0.00366300366300365
Replication Data for: When Experts Disagree: Response Aggregation and Its Consequences in Expert Surveys,doi:10.7910/DVN/TJ5XMF,"c(""Slapin, Jonathan"", ""Lindst�dt, Ren�"", ""Proksch, Sven-Oliver"")",Political Science Research and Methods (PSRM) Dataverse,When experts disagree: response aggregation and its consequences in expert surveys,10.1017/psrm.2018.52,0
Replication Data for: Ideology and the US Congressional Vote,doi:10.7910/DVN/4NNGJ9,"c(""Shor, Boris"", ""Rogowski, Jon"")",Political Science Research and Methods (PSRM) Dataverse,Ideology and the us congressional vote,10.1017/psrm.2016.23,0
Replication data for: Estimating Intra-Party Preferences: Comparing Speeches to Votes,doi:10.7910/DVN/27702,"c(""Schwarz, Daniel"", ""Traber, Denise"", ""Benoit, Kenneth"")",Political Science Research and Methods (PSRM) Dataverse,Estimating intra-party preferences: comparing speeches to votes,10.1017/psrm.2015.77,0
Replication Data for: The Motivational Basis of Constituency Work: How Intrinsic and Extrinsic Motivations Interact,doi:10.7910/DVN/88MXJS,"c(""Nathalie Giger"", ""Simon Lanz"", ""Catherine de Vries"")",Political Science Research and Methods (PSRM) Dataverse,The motivational basis of constituency work: how intrinsic and extrinsic motivations interact,10.1017/psrm.2019.19,0
Replication Data for: Improving the Interpretation of Fixed Effects Regression Results,doi:10.7910/DVN/RLWSVJ,"Mummolo, Jonathan",Political Science Research and Methods (PSRM) Dataverse,Improving the interpretation of fixed effects regression results,10.1017/psrm.2017.44,0
Aggregate Effects of Large-Scale Campaigns on Voter Turnout,doi:10.7910/DVN/BIZFP2,"c(""Enos, Ryan D."", ""Fowler, Anthony"")",Political Science Research and Methods (PSRM) Dataverse,Aggregate effects of large-scale campaigns on voter turnout,10.1017/psrm.2016.21,0
Replication Data for: Identifying Voter Preferences for Politicians' Personal Attributes: A Conjoint Experiment in Japan,doi:10.7910/DVN/KCIADO,"c(""Horiuchi, Yusaku"", ""Smith, Daniel M."", ""Yamamoto, Teppei"")",Political Science Research and Methods (PSRM) Dataverse,Identifying voter preferences for politicians' personal attributes: a conjoint experiment in japan,10.1017/psrm.2018.26,0
Replication Data for: An introduction to multilevel regression and post-stratification for estimating constituency opinion,doi:10.7910/DVN/IPPPNU,"Hanretty, Chris",Chris Hanretty Dataverse,An introduction to multilevel regression and post-stratification for estimating constituency opinion,10.1177/1478929919864773,0
Replication Data for: Multilateralism and the Use of Force: Experimental Evidence on the Views of Foreign Policy Elites,doi:10.7910/DVN/LHUDKV,"c(""Busby, Joshua"", ""Kafura, Craig"", ""Monten, Jonathan"", ""Tama, Jonathan"")",Foreign Policy Analysis Dataverse,"Book review: daniel quinn mills and steven rosefielde, the trump phenomenon and the future of us foreign policy",10.1177/1478929917714963,0.249618116241828
Migration and HIV risk among male migrant workers in India: Destination sites study,doi:10.7910/DVN/L03QEQ,"c(""Population Council"", ""Karnataka Health Promotion Trust"", ""Annamalai University"")",Avahan - Migration Research Dataverse,"Book review: adrian favell, immigration, integration and mobility: new agendas in migration studies",10.1177/1478929917695300,0.238223289428109
Introduction to the Special Issue,doi:10.7910/DVN/U1UBII,Gary Cox,Political Analysis Dataverse,Introduction to the symposium,10.1177/1478929917693646,0.140118425635667
Replication Data for: Broadening the Debate about War: the Inclusion of Foreign Critics in Media Coverage and its Potential Impact on Public opinion,doi:10.7910/DVN/NZFZAW,Shoon Murray,Foreign Policy Analysis Dataverse,"Book review: matthew a baum and philip bk potter, war and democratic constraint: how the public influences foreign policy",10.1177/1478929916660470,0.24674809023008
The Housing Classes: Examination of the Relationship Between Housing Condition and Relative Social Class Identity of Urban Residents in China Dataverse,,NULL,,"Book review: alexander c. Diener and joshua hagen (eds), from socialist to post-socialist cities: cultural politics of architecture, urban planning, and identity in eurasia",10.1177/1478929916630917d,0.241059969344276
Coping with Food and Water Insecurity: Vulnerability and Resilience of Small Farmers to Environmental Hazards in Nicragua,,NULL,,"Book review: abdelwahab el-affendi (ed.), genocidal nightmares: narratives of insecurity and the logic of mass atrocities",10.1177/1478929916630916d,0.244804621680173
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,Book review: international relations: culture and foreign policy: the neglected factor in international relations,10.1111/1478-9302.12073_113,0.232635700172539
International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse,,NULL,,Book review: international relations: motivations for humanitarian intervention: theoretical and empirical considerations,10.1111/1478-9302.12073_24,0.246627201289807
Replication data for: Taiwan’s 2012 Presidential Election: November 2011 Survey Data,doi:10.7910/DVN/TO1OLL,Peter Gries,Peter Gries Dataverse,Taiwan's 2012 presidential election,10.1111/j.1478-9302.2012.00289.x,0.160061443932412
Replication Data for: What Friends Are Made Of: Bilateral Linkages and Domestic Drivers of Foreign Policy Alignment with China ,doi:10.7910/DVN/2F3GAT,Georg Strüver,Foreign Policy Analysis Dataverse,Book review: the americas: american foreign policy and the politics of fear: threat inflation since 9/11,10.1111/j.1478-9302.2012.00284_6.x,0.245299145299145
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,Book review: international relations: genocide and its threat to contemporary international order,10.1111/1478-9302.12053_41,0.231471002575846
Replication Data for: Ideas and Change in Foreign Policy Instruments: Soft Power and the Case of the Turkish International Cooperation and Development Agency (TIKA),doi:10.7910/DVN/4UZU8I,Pinar Ipek ,Foreign Policy Analysis Dataverse,Book review: international relations: the foreign policy of counter secession: preventing the recognition of contested states,10.1111/1478-9302.12053_48,0.247946344735077
Poverty and Inequality Dataverse,,NULL,,Poverty and inequality during the great recession in greece,10.1111/1478-9302.12050,0.20689736346516
"Revisiting Representation: Communism, Women in Politics, and the Decline of Armed Conflict in East Asia",doi:10.7910/DVN/DGSDPY,"c(""Bjarneg�rd, Elin"", ""Melander, Erik"")",International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse,Book review: international relations: who wins? Predicting strategic success and failure in armed conflict,10.1111/1478-9302.12053_57,0.231797775777801
Political Science,,NULL,,Political science and publicity,10.1111/1478-9302.12014,0.150537634408602
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,Book review: britain and ireland: gender matters in global politics: a feminist introduction to international relations,10.1111/1478-9302.12028_42,0.243923348882751
Online Appendix for Global Governance and Local Peace: Accountability and Performance in International Peacebuilding,doi:10.7910/DVN/AAVWMO,"Campbell, Susanna",Susanna Campbell Dataverse,Commissioned book review: global governance and local peace: accountability and performance in international peacebuilding by susanna p campbell,10.1177/1478929920902362,0.205308529945554
Comparative Political Studies Dataverse,,NULL,,Comparative politics,10.1111/j.1478-9302.2010.00211_3.x,0.162393162393162
Americas,,NULL,,The americas,10.1111/j.1478-9302.2010.00211_7.x,0.173611111111111
Comparative Political Studies Dataverse,,NULL,,Comparative politics,10.1111/j.1478-9302.2010.00217_3.x,0.162393162393162
Americas,,NULL,,The americas,10.1111/j.1478-9302.2010.00217_7.x,0.173611111111111
Comparative Political Studies Dataverse,,NULL,,Comparative politics,10.1111/j.1478-9302.2010.00227_3.x,0.162393162393162
Americas,,NULL,,The americas,10.1111/j.1478-9302.2010.00227_7.x,0.173611111111111
Comparative Political Studies Dataverse,,NULL,,Comparative politics,10.1111/j.1478-9302.2011.00234_3.x,0.162393162393162
Americas,,NULL,,The americas,10.1111/j.1478-9302.2011.00234_7.x,0.173611111111111
Replication Data for: The Political Consequences of an Optimistic Personality,doi:10.7910/DVN/5ZAFIF,"c(""Wolak, Jennifer"", ""Carey Stapleton"", ""Jacob Oliver"")",Political Behavior Dataverse,The political consequences of the crash,10.1111/j.1478-9302.2009.00202.x,0.157716457716458
Making Electoral Democracy Work,doi:10.7910/DVN/RR0NNQ,"c(""Stephenson, Laura"", ""Blais, Andr�"", ""Bol, Damien"", ""Kostelka, Filip"")",Making Electoral Democracy Work,Markets in a democracy,10.1111/j.1478-9302.2009.00206.x,0.249662523856072
Replication Data for Chapter 2 of The Space Between Us,doi:10.7910/DVN/MPMIJU,"Enos, Ryan",Space Between Us Dataverse,Democratic politics between the market and the forum,10.1111/j.1478-9302.2011.00242.x,0.241168091168091
Replication Data for: Crisis and Convergence: How the Combination of a Weak Economy and Mainstream Party Ideological De-Polarisation Fuels Anti-System Support,doi:10.7910/DVN/DFZFQ2,"Grant, Zack",Comparative Political Studies Dataverse,"Book review: comparative politics: origin, ideology and transformation of political parties: east-central and western europe compared",10.1111/j.1478-9302.2011.00252_8.x,0.237078863659648
Replication material for: Citizenship acquisition and spatial stratification: analyzing immigrant residential mobility in the Netherlands,,NULL,,"Book review: general politics: citizenship acquisition and national belonging: migration, membership and the liberal democratic state",10.1111/j.1478-9302.2011.00253_8.x,0.220539182506144
Political Science,,NULL,,"Political science, impact and evidence",10.1111/1478-9302.12009,0.184210526315789
"Replication Data for: ""Citizen Attitudes on Politicians’ Pay: Trust Issues Are Not Solved by Delegation""",doi:10.7910/DVN/FFHRM1,"Pedersen, Rasmus T.",Harvard Dataverse,Citizen attitudes on politicians' pay: trust issues are not solved by delegation,10.1177/0032321719850073,0.0163617886178862
Replication Data for: Numbers and Attitudes Towards Welfare State Generosity,doi:10.7910/DVN/09Y9N9,"Kevins, Anthony",Anthony Kevins Dataverse,Numbers and attitudes towards welfare state generosity,10.1177/0032321718780516,0
Presidential Impeachment and the New Political Instability in Latin America,,NULL,,Presidential institutions and electoral participation in concurrent elections in latin america,10.1177/0032321717723502,0.236054790710611
Citizen Science: Theory and Practice Dataverse,,NULL,,Democracy and citizenship: theory and practice,10.1177/0032321717690682,0.245289855072464
"Replication Data for: ""Access to Modern Fuels and Satisfaction with Cooking Arrangements: Survey Evidence from Rural India"" ",doi:10.7910/DVN/39PEFW,"Baquie, Sandra","""Access to Modern Fuels and Satisfaction with Cooking Arrangements: Survey Evidence from Rural India"" Dataverse",Welcoming immigrants with similar occupational interests: experimental survey evidence from hong kong,10.1177/0032321716654923,0.249115983026874
Replication Data for: Preaching To The Choir: Americans Prefer Communicating To Copartisan Elected Officials,doi:10.7910/DVN/7D48YB,"c(""Broockman, David"", ""Ryan, Timothy J."")",American Journal of Political Science (AJPS) Dataverse,Preaching to the converted: parliament and the proscription ritual,10.1177/0032321717694049,0.226128501822425
"Replication data for: Advances in Bayesian Time Series Modeling and the Study of Politics: Theory Testing, Forecasting, and Policy Analysis",doi:10.7910/DVN/EW4SSS,"c(""Patrick T. Brandt"", ""John R. Freeman"")",Political Analysis Dataverse,Beyond hegemony: elaborating on the use of gramscian concepts in critical discourse analysis for political studies,10.1177/0032321717722362,0.239587467915641
Domestic Election Monitoring Dataverse,,NULL,,"Domestic unrest, genocide and politicide",10.1111/1467-9248.12181,0.247953216374269
Replication Data for: 'Power Plays and Balancing Acts: The Paradoxical Effects of Chinese Trade on African Foreign Policy Positions',doi:10.7910/DVN/LWHUZJ,"c(""Dasandi, Niheer"", ""P�draig Carmody"", ""Slava Jankin Mikhaylov"")",Niheer Dasandi Dataverse,Power plays and balancing acts: the paradoxical effects of chinese trade on african foreign policy positions,10.1177/0032321719840962,0.0060606060606061
Replication Data for: Incivility and protest,doi:10.7910/DVN/DKSHRK,"Gubitz, Sam",S.R. Gubitz incivility and participation (NSF grant # 1938706),Incivility as dissent,10.1177/0032321719831983,0.163780663780664
Distributive Conflict and Regime Change Dataverse,,NULL,,Distributive justice and the problem of friendship,10.1111/1467-9248.12115,0.24392464678179
