name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
ifx-replication-code.do,file,https://dataverse.harvard.edu/api/access/datafile/3608419,3608419,"",2019-10-18,Stata Syntax,application/x-stata-syntax,10695,4696eabe7e0a2547edf3f098bbdd8dc1,MD5,4696eabe7e0a2547edf3f098bbdd8dc1,"",doi:10.7910/DVN/7JW4EL/A6MDX8, citizenship and surveys group conflict and nationality-of-interviewer effects in arab public opinion data,3608418,10.7910/DVN/7JW4EL,"Gengler, Justin, 2019, """"Replication Data for: """"Citizenship and Surveys: Group Conflict and Nationality-of-Interviewer Effects in Arab Public Opinion Data"""""""", https://doi.org/10.7910/DVN/7JW4EL, Harvard Dataverse, V1, UNF:6:6Ho2qx8VZlAbGzHcqeplPg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Analysis.do,file,https://dataverse.harvard.edu/api/access/datafile/3623873,3623873,Stata do-file,2020-02-28,Stata Syntax,application/x-stata-syntax,27214,337acc0562f5489e41e629b574487d72,MD5,337acc0562f5489e41e629b574487d72,"",doi:10.7910/DVN/01F70K/QFCRUP, making votes count with internet voting,3623871,10.7910/DVN/01F70K,"Germann, Micha, 2020, """"Replication Data for: Making Votes Count with Internet Voting"""", https://doi.org/10.7910/DVN/01F70K, Harvard Dataverse, V1, UNF:6:O9gcP8FcRL1HZP7Rm3Q2bg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
PolBehaviorData.tab,file,https://dataverse.harvard.edu/api/access/datafile/3624918,3624918,"",2019-11-15,Tab-Delimited,text/tab-separated-values,16406,7e5977745794575f543652d0ab94926c,MD5,7e5977745794575f543652d0ab94926c,UNF:6:vZDSYfGTHbq/rRWE5m/8LQ==,doi:10.7910/DVN/X6MMEJ/WUYV8I," desperate times call for desperate measures electoral competitiveness, poll position, and campaign negativity",3624916,10.7910/DVN/X6MMEJ,"Hassell, Hans, 2019, """"Replication Data for: """"Desperate Times Call for Desperate Measures: Electoral Competitiveness, Poll Position, and Campaign Negativity"""""""", https://doi.org/10.7910/DVN/X6MMEJ, Harvard Dataverse, V1, UNF:6:vZDSYfGTHbq/rRWE5m/8LQ== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
polrepresentativeness_polbehavior_Stolwijk_Vis.do,file,https://dataverse.harvard.edu/api/access/datafile/3630626,3630626,Code:,2019-11-22,Stata Syntax,application/x-stata-syntax,14417,a14805d137de0d60a70e8aade7743123,MD5,a14805d137de0d60a70e8aade7743123,"",doi:10.7910/DVN/GAX8JV/W9AJPL," politicians, the representativeness heuristic and decision-making biases",3630624,10.7910/DVN/GAX8JV,"Stolwijk, Sjoerd; Vis, Barbara, 2019, """"Replication Data for: """"Politicians, the Representativeness Heuristic and Decision-Making Biases"""""""", https://doi.org/10.7910/DVN/GAX8JV, Harvard Dataverse, V1, UNF:6:x+cO8jAs+pmMxTfmFdxniw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
cleaningTTEdata.do,file,https://dataverse.harvard.edu/api/access/datafile/3649728,3649728,"",2020-01-27,Stata Syntax,application/x-stata-syntax,17370,46efa2fc408e62b94c11f16d9fd55542,MD5,46efa2fc408e62b94c11f16d9fd55542,"",doi:10.7910/DVN/TRR0DK/11S4SU," fake claims of fake news political misinformation, warnings, and the tainted truth effect",3643928,10.7910/DVN/TRR0DK,"Freeze, Melanie; Baumgartner, Mary; Bruno, Peter; Gunderson, Jacob R.; Olin, Joshua; Szafran, Justine; Ross, Morgan Quinn, 2020, """"Replication Data for: Fake Claims of Fake News: Political Misinformation, Warnings, and the Tainted Truth Effect"""", https://doi.org/10.7910/DVN/TRR0DK, Harvard Dataverse, V1, UNF:6:ScbVVJW1j5gEOFx8NAj/CQ== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
immigrationanalysisPOBEfinaldecember42019.do,file,https://dataverse.harvard.edu/api/access/datafile/3651342,3651342,Stata do file - analyses,2019-12-20,Stata Syntax,application/x-stata-syntax,12877,fb6b92237ee69c64ecfe277cdf4faf14,MD5,fb6b92237ee69c64ecfe277cdf4faf14,"",doi:10.7910/DVN/Z6YXV0/K2TZVQ,do corrective effects last? results from a longitudinal experiment on beliefs toward immigration in the u.s.,3651339,10.7910/DVN/Z6YXV0,"Carnahan, Dustin, 2019, """"Do Corrective Effects Last? Results from a Longitudinal Experiment on Beliefs toward Immigration in the U.S."""", https://doi.org/10.7910/DVN/Z6YXV0, Harvard Dataverse, V1, UNF:6:U3Hx7TMzCGTRKB/g2+8S7g== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
emotion.tab,file,https://dataverse.harvard.edu/api/access/datafile/3653497,3653497,Dataset for Experiment #2,2019-12-30,Tab-Delimited,text/tab-separated-values,420676,b18c301140ebe16c0017b02aba1d01f5,MD5,b18c301140ebe16c0017b02aba1d01f5,UNF:6:3MsMEbOcA4DIPo7VilHVVA==,doi:10.7910/DVN/TGMF6R/GLJKNR, who cares? explaining perceptions of compassion in candidates for office,3653494,10.7910/DVN/TGMF6R,"Jared McDonald, 2019, """"Replication Data for: Who Cares? Explaining Perceptions of Compassion in Candidates for Office"""", https://doi.org/10.7910/DVN/TGMF6R, Harvard Dataverse, V1, UNF:6:eY52LvWhuCvFaxhtoc0j+A== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
replication code.do,file,https://dataverse.harvard.edu/api/access/datafile/3666389,3666389,"",2020-01-22,Stata Syntax,application/x-stata-syntax,6581,de81c162bb8cbad5bafdaa1f419c2d26,MD5,de81c162bb8cbad5bafdaa1f419c2d26,"",doi:10.7910/DVN/SUDLEG/2TENZY, biases at the ballot box how multiple forms of voter discrimination impede the descriptive and substantive representation of ethnic minority groups,3666388,10.7910/DVN/SUDLEG,"Martin, Nicole; Blinder, Scott, 2020, """"Replication Data for: Biases at the Ballot Box: How Multiple Forms of Voter Discrimination Impede the Descriptive and Substantive Representation of Ethnic Minority Groups"""", https://doi.org/10.7910/DVN/SUDLEG, Harvard Dataverse, V1, UNF:6:P/unC18ceW4/SpF9gn/lDg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
CCES Negative PID.tab,file,https://dataverse.harvard.edu/api/access/datafile/3674395,3674395,Dataset,2020-02-28,Tab-Delimited,text/tab-separated-values,1313137,5650abcb21427d25ec5dcf1b34b4c645,MD5,5650abcb21427d25ec5dcf1b34b4c645,UNF:6:VWX9VqAc9zA/UCJYEY8whw==,doi:10.7910/DVN/TDDMIB/YQHHMN, negative and positive partisanship in the 2016 u.s. presidential elections,3674393,10.7910/DVN/TDDMIB,"Bankert, Alexa, 2020, """"Replication Data for """"Negative and Positive Partisanship in the 2016 U.S. Presidential Elections"""""""", https://doi.org/10.7910/DVN/TDDMIB, Harvard Dataverse, V1, UNF:6:EhqIqLDcAd+WVXIS2b48Fg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Appendix A1 Wahlomat_english-1.docx,file,https://dataverse.harvard.edu/api/access/datafile/3674961,3674961,full list of Wahl-O-Mat-Items,2020-02-07,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,15799,df1fec37e9cff919e9af944582220820,MD5,df1fec37e9cff919e9af944582220820,"",doi:10.7910/DVN/9GMWFE/M6TTXP, political orientation is associated with behavior in public-goods- and trust-games,3674955,10.7910/DVN/9GMWFE,"Grünhage, Thomas; Reuter, Martin, 2020, """"Replication Data for: Political Orientation is Associated with Behavior in Public-Goods- and Trust-Games"""", https://doi.org/10.7910/DVN/9GMWFE, Harvard Dataverse, V1, UNF:6:zRoMN8ejMHT6EJrdaPaX6Q== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
brazilcodes.do,file,https://dataverse.harvard.edu/api/access/datafile/3725703,3725703,Stata do-file for analysis of survey experiment in Brazil,2020-02-18,Stata Syntax,application/x-stata-syntax,27751,84031c3536ffa28d628fbf95b706abe2,MD5,84031c3536ffa28d628fbf95b706abe2,"",doi:10.7910/DVN/GZDRRG/PC1ARU, do female politicians face stronger backlash for corruption allegations? evidence from survey-experiments in brazil and mexico,3725701,10.7910/DVN/GZDRRG,"Batista Pereira, Frederico, 2020, """"Replication Data for: Do Female Politicians Face Stronger Backlash for Corruption Allegations? Evidence from Survey-Experiments in Brazil and Mexico"""", https://doi.org/10.7910/DVN/GZDRRG, Harvard Dataverse, V1, UNF:6:zkgYngtxBaV4JOn+47Qbbw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
campaign_effects_replication.do,file,https://dataverse.harvard.edu/api/access/datafile/3743629,3743629,Do file for Tables,2020-06-01,Stata Syntax,application/x-stata-syntax,61242,3657460c2ac1422295fec56bbfc58ff1,MD5,3657460c2ac1422295fec56bbfc58ff1,"",doi:10.7910/DVN/WGPDBS/OFCLBS," changes in candidate evaluations over the campaign season a comparison of house, senate, and presidential races",3743626,10.7910/DVN/WGPDBS,"Tucker, Patrick, 2020, """"Replication Data for: Changes in Candidate Evaluations over the Campaign Season: A Comparison of House, Senate, and Presidential Races"""", https://doi.org/10.7910/DVN/WGPDBS, Harvard Dataverse, V1, UNF:6:3sSAPYTLheZIzKeOahRXAw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
coded.data.follow.up1.RData,file,https://dataverse.harvard.edu/api/access/datafile/3783520,3783520,Human-coded data of open-ended survey responses.,2020-03-27,Gzip Archive,application/gzip,50470,1e17bbee2440a79396afa3b7b68f14f8,MD5,1e17bbee2440a79396afa3b7b68f14f8,"",doi:10.7910/DVN/FRBXQW/P17NQI, sex crime and punishment in the #metoo era,3783517,10.7910/DVN/FRBXQW,"Susanne Schwarz; Dara Kay Cohen; Matthew A. Baum, 2020, """"Replication Data for: Sex Crime and Punishment in the #MeToo Era"""", https://doi.org/10.7910/DVN/FRBXQW, Harvard Dataverse, V1, UNF:6:HApUdA1VxSCZH72/BvXxnw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
simas_2017experiment_replication.do,file,https://dataverse.harvard.edu/api/access/datafile/3783646,3783646,"",2020-06-01,Stata Syntax,application/x-stata-syntax,836,2487b35b904d6f735fa788c6bc919eac,MD5,2487b35b904d6f735fa788c6bc919eac,"",doi:10.7910/DVN/IONQ8V/M47SUE," but can she make america great again? threat, stability, and support for female candidates in the united states",3783645,10.7910/DVN/IONQ8V,"Simas, Elizabeth, 2020, """"Replication Data for: But Can She Make America Great Again?: Threat, Stability, and Support for Female Candidates in the United States"""", https://doi.org/10.7910/DVN/IONQ8V, Harvard Dataverse, V1, UNF:6:n5WWsboFwxEIhUBeM4fHlg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
whobenefitsreplication.do,file,https://dataverse.harvard.edu/api/access/datafile/3788864,3788864,Code,2020-04-01,Stata Syntax,application/x-stata-syntax,27101,4155eee29a4e70313d6d1f99f4e8bd68,MD5,4155eee29a4e70313d6d1f99f4e8bd68,"",doi:10.7910/DVN/X4EUKO/DG3WNP," who benefits? race, immigration, and assumptions about policy",3788863,10.7910/DVN/X4EUKO,"Haselswerdt, Jake, 2020, """"Replication Data for: Who Benefits? Race, Immigration, and Assumptions about Policy"""", https://doi.org/10.7910/DVN/X4EUKO, Harvard Dataverse, DRAFT VERSION, UNF:6:rPCJYCi+B9FoQLNWnOqWbA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
EQS Education Models and Data.zip,file,https://dataverse.harvard.edu/api/access/datafile/3806545,3806545,Supplemental Tables S9-11,2020-04-16,ZIP Archive,application/zip,789332,3912898d13ca7cf78f28954681690762,MD5,3912898d13ca7cf78f28954681690762,"",doi:10.7910/DVN/O8MLXX/LWKDRU, human values and sophistication interaction theory,3796807,10.7910/DVN/O8MLXX,"Goren, Paul N.; Smith, Brianna A; Motta, Matthew P., 2020, """"Replication Data for: Human Values and Sophistication Interaction Theory"""", https://doi.org/10.7910/DVN/O8MLXX, Harvard Dataverse, V2, UNF:6:uy6EQ/ITOlvfCt3WmGRdDA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Asian American Mobilization.do,file,https://dataverse.harvard.edu/api/access/datafile/3802375,3802375,"",2020-04-17,Stata Syntax,application/x-stata-syntax,9257,df36171e5eb5cf1e44e1cc0759dd98f4,MD5,df36171e5eb5cf1e44e1cc0759dd98f4,"",doi:10.7910/DVN/KDGUS6/EV8AWD, asian american mobilization the effect of co-ethnic candidates and districts on asian american voting behavior,3802374,10.7910/DVN/KDGUS6,"Sadhwani, Sara, 2020, """"Replication Data for: Asian American Mobilization: The Effect of Co-ethnic Candidates and Districts on Asian American Voting Behavior"""", https://doi.org/10.7910/DVN/KDGUS6, Harvard Dataverse, V1, UNF:6:EV1Q6+W8M/8cSIsVlQNf2Q== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
2016 CCES conflict avoidance and gender gaps replication data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3819702,3819702,"",2020-04-27,Tab-Delimited,text/tab-separated-values,135071,ddb743eaf503740d420612931ad25820,MD5,ddb743eaf503740d420612931ad25820,UNF:6:LElf6fWkHEXSnDOMm6qZjw==,doi:10.7910/DVN/OQBWQ4/IEODJU, conflict avoidance and gender gaps in political engagement,3819700,10.7910/DVN/OQBWQ4,"Wolak, Jennifer, 2020, """"Replication Data for: Conflict Avoidance and Gender Gaps in Political Engagement"""", https://doi.org/10.7910/DVN/OQBWQ4, Harvard Dataverse, V1, UNF:6:LElf6fWkHEXSnDOMm6qZjw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Zilis_Political Behavior.do,file,https://dataverse.harvard.edu/api/access/datafile/3819713,3819713,"",2020-04-27,Stata Syntax,application/x-stata-syntax,31877,f8d4d70f357444a019aea2535811d5cd,MD5,f8d4d70f357444a019aea2535811d5cd,"",doi:10.7910/DVN/BU9XAZ/V6TCXQ, how identity politics polarizes rule of law opinions,3819710,10.7910/DVN/BU9XAZ,"Zilis, Michael, 2020, """"Replication Data for: """"How Identity Politics Polarizes Rule of Law Opinions"""""""", https://doi.org/10.7910/DVN/BU9XAZ, Harvard Dataverse, V1, UNF:6:cTcZbm1O3Z2YRq4YAXcihA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Gini - ACS_2012_5YR_B19083_with_ann.tab,file,https://dataverse.harvard.edu/api/access/datafile/3821573,3821573,"",2020-04-30,Tab-Delimited,text/tab-separated-values,1880005,6c883c7e8be0ad740cbc2c53fb0c121b,MD5,6c883c7e8be0ad740cbc2c53fb0c121b,UNF:6:6nDKckXveQvKqZQTCqAjcg==,doi:10.7910/DVN/FMVTUF/QR5UAJ, community income inequality and the economic gap in participation,3821567,10.7910/DVN/FMVTUF,"Crowder-Meyer, Melody; Szewczyk, James, 2020, """"Replication Data for: Community Income Inequality and the Economic Gap in Participation"""", https://doi.org/10.7910/DVN/FMVTUF, Harvard Dataverse, V1, UNF:6:wYzEhIxdfBmMZvL2MfuYyA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
conjoint_populism_2017.R,file,https://dataverse.harvard.edu/api/access/datafile/3830203,3830203,This is the R-script to replicate all results from the 2018 data,2020-05-14,R Syntax,type/x-r-syntax,41346,d5836222ee744ca36cf4c461a35fc767,MD5,d5836222ee744ca36cf4c461a35fc767,"",doi:10.7910/DVN/Z66XXP/HRJTJP, the populist marketplace unpacking the role of thin” and thick” ideology,3830147,10.7910/DVN/Z66XXP,"Neuner, Fabian G.; Wratil, Christopher, 2020, """"Replication Data for: The Populist Marketplace: Unpacking the Role of “Thin” and “Thick” Ideology"""", https://doi.org/10.7910/DVN/Z66XXP, Harvard Dataverse, V1, UNF:6:p//+ecIT7mUDRQeNT7ME4w== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
balance test REPLICATION.r,file,https://dataverse.harvard.edu/api/access/datafile/3833935,3833935,"",2020-05-13,R Syntax,type/x-r-syntax,2319,b7567920b506c83f181de2c1e63a44f4,MD5,b7567920b506c83f181de2c1e63a44f4,"",doi:10.7910/DVN/ZWAGXZ/NOFRQ1, sponsorship effects in online surveys,3833933,10.7910/DVN/ZWAGXZ,"Kern, Holger; Crabtree, Charles; Pietryka, Matthew, 2020, """"Replication Data for: Sponsorship effects in online surveys"""", https://doi.org/10.7910/DVN/ZWAGXZ, Harvard Dataverse, V2, UNF:6:mICKvYa/s29iEUrPXa44pg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
data_RO.tab,file,https://dataverse.harvard.edu/api/access/datafile/3852776,3852776,Raw data from Romania survey,2020-05-29,Tab-Delimited,text/tab-separated-values,683974,159bd7fe5099fa03aef19838fc1b7332,MD5,159bd7fe5099fa03aef19838fc1b7332,UNF:6:QZswB3IxAv+ZDuKekfNYBw==,doi:10.7910/DVN/HWWVAX/MZPI7M, corrupted estimates? response bias in citizen surveys on corruption,3852770,10.7910/DVN/HWWVAX,"Mattias Agerberg, 2020, """"Replication Data for: Corrupted Estimates? Response Bias in Citizen Surveys on Corruption"""", https://doi.org/10.7910/DVN/HWWVAX, Harvard Dataverse, V1, UNF:6:QZswB3IxAv+ZDuKekfNYBw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
aggregate data replication file for political behavior.tab,file,https://dataverse.harvard.edu/api/access/datafile/3854049,3854049,"",2020-06-01,Tab-Delimited,text/tab-separated-values,9252,00e541de510907ae9bc6d0675114018e,MD5,00e541de510907ae9bc6d0675114018e,UNF:6:d5Fqf2cHhxN1P/lsZs968A==,doi:10.7910/DVN/LIVEUK/N2VNDY, the partisan origins of economic perceptions in a weak party system evidence from south korea,3854045,10.7910/DVN/LIVEUK,"Lee, Hoeun; Singer, Matthew M., 2020, """"Replication Data for: The Partisan Origins of Economic Perceptions in a Weak Party System: Evidence from South Korea"""", https://doi.org/10.7910/DVN/LIVEUK, Harvard Dataverse, DRAFT VERSION, UNF:6:PRtAVVaKaFEa1XaWxPjj5Q== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Bryant et al (2020) Replication Code.do,file,https://dataverse.harvard.edu/api/access/datafile/3864808,3864808,"",2020-06-08,Stata Syntax,application/x-stata-syntax,29069,018bbbde948532c3890657d7db5f5e52,MD5,018bbbde948532c3890657d7db5f5e52,"",doi:10.7910/DVN/RINGFV/HQWZBF, the power of the state how postcards from the state increased registration and turnout in pennsylvania,3864806,10.7910/DVN/RINGFV,"Bryant, Lisa A.; Hanmer, Michael J.; Safarpour, Alauna C.; McDonald, Jared, 2020, """"Replication Data for: """"The Power of the State: How Postcards from the State Increased Registration and Turnout in Pennsylvania"""""""", https://doi.org/10.7910/DVN/RINGFV, Harvard Dataverse, DRAFT VERSION",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
ANES 2000 to 2016.do,file,https://dataverse.harvard.edu/api/access/datafile/3875286,3875286,"",2020-06-22,Stata Syntax,application/x-stata-syntax,18034,1332a4ee399531fcdfc51affee91c8e1,MD5,1332a4ee399531fcdfc51affee91c8e1,"",doi:10.7910/DVN/MHLM6J/KRK5EM, when trust matters the case of gun control,3875283,10.7910/DVN/MHLM6J,"Ryan, John, 2020, """"Replication Files for When Trust Matters: The Case of Gun Control"""", https://doi.org/10.7910/DVN/MHLM6J, Harvard Dataverse, V1",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
analysis-conjoint-cleaning.R,file,https://dataverse.harvard.edu/api/access/datafile/3891317,3891317,R script file used by analysis.Rmd,2020-06-22,R Syntax,type/x-r-syntax,9851,e71d82983e823c6398293fbf2515603f,MD5,e71d82983e823c6398293fbf2515603f,"",doi:10.7910/DVN/EFXNLX/08IBYB, policy preferences and policy legitimacy after referendums evidence from the brexit negotiations,3891315,10.7910/DVN/EFXNLX,"Leeper, Thomas J.; Hobolt, Sara B; Tilley, James, 2020, """"Replication Data for: Policy preferences and policy legitimacy after referendums: Evidence from the Brexit negotiations"""", https://doi.org/10.7910/DVN/EFXNLX, Harvard Dataverse, V1, UNF:6:jTuMorN3xqJ2pUxuuaOX4A== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Study 1 code.do,file,https://dataverse.harvard.edu/api/access/datafile/3904674,3904674,"",2020-06-27,Stata Syntax,application/x-stata-syntax,8296,0679a55fe8679a6e9ca641d9bfc43abb,MD5,0679a55fe8679a6e9ca641d9bfc43abb,"",doi:10.7910/DVN/78ZHZH/UXRNRC, how moral motives link party stereotypes,3904670,10.7910/DVN/78ZHZH,"Clifford, Scott, 2020, """"Replication Data for: How Moral Motives Link Party Stereotypes"""", https://doi.org/10.7910/DVN/78ZHZH, Harvard Dataverse, V1, UNF:6:NLStbH0lZCNBNbZ3k6AKaw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
