file_in	title	journal	data_count	quant_count
10.1080_01402390.2012.755923	Deterring insurgents: culture, adaptation and the evolution of israeli counterinsurgency, 1987�2005	Journal of Strategic Studies	0	2
10.1111_pops.12495	The scope of partisan influence on policy opinion	Political Psychology	18	141
10.1080_07036337.2019.1658754	Framing ttip in the wake of the greenpeace leaks: agonistic and deliberative perspectives on frame resonance and communicative power	Journal of European Integration	62	1
10.1016_j.electstud.2020.102220	Measuring 'closeness' in 3-candidate elections: methodology and an application to strategic voting	Electoral Studies	113	333
10.1177_0192512112460258	From the arab spring to the chinese winter: the institutional sources of authoritarian vulnerability and resilience in egypt, tunisia, and china	International Political Science Review	7	5
10.1007_s10784-016-9322-0	Crowdsourcing global governance: sustainable development goals, civil society, and the pursuit of democratic legitimacy	International Environmental Agreements: Politics, Law and Economics	45	2
10.1177_0738894215570430	Centers of gravity and war outcomes	Conflict Management and Peace Science	0	0
10.1093_ser_mwu010	Forms of welfare capitalism and education-based participatory inequality	Socio-Economic Review	57	139
10.1162_glep_r_00329			1	0
10.1007_s12116-010-9081-9	Partisan activism and access to welfare in lebanon	Studies in Comparative International Development	108	176
10.1080_00963402.2018.1533217	Holding fossil fuel companies accountable for their contribution to climate change: where does the law stand?	Bulletin of the Atomic Scientists	2	0
10.1016_j.spacepol.2014.07.008	Astrobiology can help space science, education and the economy	Space Policy	0	1
10.1080_19460171.2012.730761	Complexity, institutions and public policy: agile decision-making in a turbulent world, by graham room	Critical Policy Studies	2	1
10.1007_s11127-010-9727-1	Does social capital increase political accountability? An empirical test for flemish municipalities	Public Choice	36	32
10.1111_jcms.12148	Eu trade in financial services with asean, policy coherence for development and financial crisis	JCMS: Journal of Common Market Studies	1	1
10.1016_j.electstud.2012.04.003	How are we doing? Group-based economic assessments and african american political behavior	Electoral Studies	69	142
10.1093_jopart_muu085	Reconsidering classic foundations	Journal of Public Administration Research and Theory	9	3
10.1080_13510347.2015.1081170	Informal interference in the judiciary in new democracies: a comparison of six african and latin american cases	Democratization	17	13
10.1080_00396338.2019.1614785	Mad momentum redux? The rise and fall of nuclear arms control	Survival	3	11
10.1080_13629395.2011.547392	The ufm and the middle east 'peace process': an unhappy symbiosis	Mediterranean Politics	2	4
10.1080_13629395.2020.1731117	Limited statehood in post-revolutionary tunisia: citizenship, economy, and security	Mediterranean Politics	0	1
10.1093_ejil_chr095	Rudiger wolfrum, peter-tobias stoll and holger p. Hestermeyer (eds), wto: trade in goods	European Journal of International Law	1	0
10.1017_s1531426x00004040	Diana villiers negroponte, seeking peace in el salvador: the struggle to reconstruct a nation at the end of the cold war. New york: palgrave macmillan, 2013. Tables, figures, bibliography, index, 260 pp.; hardcover $100, paperback $32.	Latin American Politics and Society	0	0
10.1016_j.polgeo.2019.102117	Forest becomes frontline: conservation and counter-insurgency in a space of violent conflict in assam, northeast india	Political Geography	1	2
10.1017_s1049096514001061	Measuring electoral integrity around the world: a new dataset	PS: Political Science & Politics	25	13
10.1093_chinesejil_jmx033	Philosophy of international law	Chinese Journal of International Law	0	1
10.1111_j.1749-5687.2012.00148.x	Performing the sub-prime crisis: trauma and the financial event	International Political Sociology	0	1
10.1017_s1537592715003333	A discussion of daniel a. Bell's the china model: political meritocracy and the limits of democracy	Perspectives on Politics	1	2
10.1016_j.ejpoleco.2017.03.010	Do ideology movements and legal intervention matter: a synthetic control analysis of the chongqing model	European Journal of Political Economy	92	20
10.1111_1758-5899.12604	Knowledge and politics in setting and measuring the sdg s: introduction to special issue	Global Policy	1	0
10.1093_isq_sqaa075	Contesting the fighter identity: framing, desertion, and gender in colombia	International Studies Quarterly	11	2
10.1093_ips_olx024	Affect as methodology: feminism and the politics of emotion1	International Political Sociology	0	3
10.1093_jopart_muy015	In the battle against inequality, states take the lead	Journal of Public Administration Research and Theory	0	1
10.1057_bp.2014.15	Justifying new labour policy	British Politics	1	9
10.1080_13608746.2011.598351	Interacting actors: the eu and civil society in turkey	South European Society and Politics	2	1
10.1080_23812346.2017.1342406	Fighting for breath: living morally and dying of cancer in a chinese village	Journal of Chinese Governance	0	0
10.1080_03003930.2013.829667	Notes on contributors	Local Government Studies	0	0
10.1017_lap.2020.1	Simeon nichter, votes for survival: relational clientelism in latin america. Cambridge: cambridge university press, 2018. Figures, tables, appendixes, bibliography, indexes, 324 pages; hardcover $105; paperback $32.99, ebook $28.	Latin American Politics and Society	0	0
10.1111_j.1743-8594.2010.00124.x	Open networks and the open door: american foreign policy and the narration of the internet1	Foreign Policy Analysis	0	4
10.1093_ijpor_edr045	Recent articles in the field of public opinion research	International Journal of Public Opinion Research	5	7
10.1111_j.1548-2456.2016.00295.x	Renationalization in argentina, 2005�2013	Latin American Politics and Society	8	3
10.1177_0002716212454817	Gender and generation in the social positioning of taste	The ANNALS of the American Academy of Political and Social Science	30	4
10.1111_j.1468-0491.2011.01562.x	Notes on contributors	Governance	0	0
10.1007_s11109-018-9481-5	Does partisan self-interest dictate support for election reform? Experimental evidence on the willingness of citizens to alter the costs of voting for electoral gain	Political Behavior	11	443
10.1017_lap.2021.6	Constituency effects and legislative dissent under closed-list proportional representation	Latin American Politics and Society	33	122
10.1162_jcws_a_00562			0	0
10.1093_afraf_adt070	Sexual violence in sierra leone's civil war: 'virgination', rape, and marriage	African Affairs	2	3
10.1016_j.polgeo.2012.05.004	Civilian consciousness of the mutable nature of borders: the power of appearance along a fragmented border in israel/palestine	Political Geography	13	5
10.1177_0010414020919902	Chaos on campus: universities and mass political protest	Comparative Political Studies	35	166
10.1111_j.1475-6765.2012.02071.x	Compulsory voting and the dynamics of partisan identification	European Journal of Political Research	31	86
10.1080_14742837.2014.945073	Mobilizing for change: activism and alcohol policy issues in inner city communities	Social Movement Studies	20	10
10.1080_00396338.2014.962796	The survival strategies of small nations	Survival	1	17
10.1146_annurev-polisci-050718-032801	Studying leaders and elites: the personal biography approach	Annual Review of Political Science	17	16
10.1017_s1537592712003362	Boycotts and dixie chicks: creative political participation at home and abroad. By andrew s. Mcfarland. Boulder, co: paradigm, 2010. 192p. $89.25 cloth, $21.21 paper.	Perspectives on Politics	0	0
10.1007_s11127-020-00862-x	Hilton l. Root: network origins of the global economy: east vs. West in a complex systems perspective	Public Choice	1	1
10.1007_s10784-010-9144-4	Water resources data and information exchange in transboundary water treaties	International Environmental Agreements: Politics, Law and Economics	100	10
10.1016_j.marpol.2018.08.036	"A preliminary assessment of the indicators for sustainable development goal (sdg) 14 """"conserve and sustainably use the oceans, seas and marine resources for sustainable development"	Marine Policy	32	53
10.1093_pan_mpw007	Coarsening bias: how coarse treatment measurement upwardly biases instrumental variable estimates	Political Analysis	60	224
10.1080_14616742.2012.734560	Book reviews introduction	International Feminist Journal of Politics	0	0
10.1093_jopart_muq046	Federal advisory committees, policy expertise, and the approval of drugs and medical devices at the fda	Journal of Public Administration Research and Theory	55	324
10.1017_s1755773919000286	Democracy belief systems in europe: cognitive availability and attitudinal constraint	European Political Science Review	42	179
10.1177_1354066120926706	Realist avenues to global international relations	European Journal of International Relations	57	4
10.1080_19460171.2011.606305	Expertise needs transparency not blind trust: a deliberative approach to integrating science and social participation	Critical Policy Studies	0	1
10.1017_s1049096519002154	Navigating political science as a woman	PS: Political Science & Politics	6	1
10.1017_s1743923x17000587	Is there a conservative feminism? An empirical account	Politics & Gender	0	0
10.2753_ree1540-496x500407	Guest editor's introduction	Emerging Markets Finance and Trade	0	1
10.1007_s11127-014-0218-7	House money effects on trust and reciprocity	Public Choice	21	12
10.1111_mepo.12164	Problems in yemen, domestic and foreign	Middle East Policy	0	0
10.1017_s1537592716004138	Protests and repression in new democracies	Perspectives on Politics	14	50
10.1017_s1474745615000142	Does enforcement matter? Judicialization in ptas and trade flows	World Trade Review	51	287
