result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096515001286,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516000652,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Perspectives on Politics,,NULL,,Perspectives on politics editors' report 2019 – corrigendum,10.1017/s1049096521000536,0.19774011299435,perspectives on politics,perspectives on politics editors' report 2019 – corrigendum,0.19774011299435
Perspectives on Politics,,NULL,,Perspectives on politics editors' report 2018 – corrigendum,10.1017/s1049096521000548,0.19774011299435,perspectives on politics,perspectives on politics editors' report 2018 – corrigendum,0.19774011299435
Replication Data for: Disbanding the Old Boys’ Club,doi:10.7910/DVN/ULPXR1,"c(""Stapleton, Patricia"", ""Michelson, Melissa"")",Harvard Dataverse,Disbanding the old boys' club: strategies for departmental gender equity,10.1017/s1049096521000032,0.215197956577267,disbanding the old boys’ club,disbanding the old boys' club strategies for departmental gender equity,0.213372187145864
Replication data for: The Decline of the Death Penalty and the Discovery of Innocence,doi:10.7910/DVN/J3NH6M,"c(""Frank R. Baumgartner"", ""Suzanna De Boef"", ""Amber E. Boydstun"")",Frank Baumgartner Dataverse,"The decline of the death penalty and the discovery of innocence - by frank r. Baumgartner, suzanna l. De boeuf and amber e. Boydstun",10.1111/j.1467-9299.2011.01935_1.x,0.174242424242424,the decline of the death penalty and the discovery of innocence,"the decline of the death penalty and the discovery of innocence - by frank r. baumgartner, suzanna l. de boeuf and amber e. boydstun",0.174242424242424
Content Coding for Contextualization of Care  Dataverse,,NULL,,The content and context of organizational ethics,10.1111/j.1467-9299.2010.01868.x,0.219444444444444,content coding for contextualization of care  dataverse,the content and context of organizational ethics,0.219444444444444
Public Administration,,NULL,,Public administration as storytelling,10.1111/j.1467-9299.2011.01908.x,0.144144144144144,public administration,public administration as storytelling,0.144144144144144
"Replication Data for: Health Spending, Out-of-Pocket Contributions, and Mortality Rates (with Thomas Plümper), Public Administration, 91 (2), 2013, pp. 403-418",doi:10.7910/DVN/PQCA6M,"Neumayer, Eric",Harvard Dataverse,"Health spending, out-of-pocket contributions, and mortality rates",10.1111/j.1467-9299.2012.02039.x,0.175182481751825,"health spending, out-of-pocket contributions, and mortality rates (with thomas plümper), public administration, 91 (2), 2013, pp. 403-418","health spending, out-of-pocket contributions, and mortality rates",0.175182481751825
Americas,,NULL,,America's debt safety-net,10.1111/j.1467-9299.2012.02094.x,0.226666666666667,americas,america's debt safety-net,0.226666666666667
Government Finance Database Dataverse,,NULL,,Government: a suitable case for treatment?,10.1111/j.1467-9299.2011.01915.x,0.241634491634492,government finance database dataverse,government a suitable case for treatment?,0.23582729070534
Negotiation Journal,,NULL,,Negotiating bureaucrats,10.1111/j.1467-9299.2012.02025.x,0.21815408085431,negotiation journal,negotiating bureaucrats,0.21815408085431
Replication Data for: Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion,doi:10.7910/DVN/17M4ZP,"Clemens, Michael","Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion, Replication files and raw data",Organizational pathways to compliant reform implementation: evidence from mexican civil service reform,10.1111/padm.12157,0.235017517978978,immigration restrictions as active labor market policy evidence from the mexican bracero exclusion,organizational pathways to compliant reform implementation evidence from mexican civil service reform,0.235670114234964
Mapping Test,,NULL,,Mapping the policy state,10.1111/padm.12147,0.166666666666667,mapping test,mapping the policy state,0.166666666666667
Replication Data for: The Politics of Creditworthiness: Political and Policy Commentary in Sovereign Credit Rating Reports,doi:10.7910/DVN/FYXNIM,"c(""Makszin, Kristin"", ""Barta, Zs�fia"")",Journal of Public Policy Dataverse,The politics of information: problem definition and the course of public policy in america,10.1111/padm.12246,0.218287037037037,the politics of creditworthiness political and policy commentary in sovereign credit rating reports,the politics of information problem definition and the course of public policy in america,0.218717301493578
Comparative Political Studies Dataverse,,NULL,,Comparative welfare state politics,10.1111/padm.12291,0.194562026630338,comparative political studies dataverse,comparative welfare state politics,0.194562026630338
"Replication data for: ""Intra-Party Politics and Public Opinion: How Candidate Selection Processes affect Citizens' Satisfaction with Democracy"" Dataverse",,NULL,,Administrative politicization or contestability? How political advisers affect neutral competence in policy processes,10.1111/padm.12253,0.238486186323337,intra-party politics and public opinion how candidate selection processes affect citizens' satisfaction with democracy dataverse,administrative politicization or contestability? how political advisers affect neutral competence in policy processes,0.233588556505223
Virtual world and Information spreading processes Dataverse,,NULL,,Virtual world order: the economics and organizations of virtual pirates,10.1007/s11127-015-0284-5,0.216085485501416,virtual world and information spreading processes dataverse,virtual world order the economics and organizations of virtual pirates,0.212463755119122
"Replication Data for: Terrorism, Counterterrorism Aid, and Foreign Direct Investment",doi:10.7910/DVN/DX4HLQ,Chia-yi Lee,Foreign Policy Analysis Dataverse,"Terrorism, democratization, and us foreign policy",10.1007/s11127-011-9864-1,0.232114150986726,"terrorism, counterterrorism aid, and foreign direct investment","terrorism, democratization, and us foreign policy",0.232114150986726
Presidential Impeachment and the New Political Instability in Latin America,,NULL,,Presidential unilateral action: partisan influence and presidential power,10.1007/s11127-016-0335-6,0.239916286149163,presidential impeachment and the new political instability in latin america,presidential unilateral action partisan influence and presidential power,0.236111111111111
The Political Economy of Power-Sharing,,NULL,,The political economy of the reconstruction era's race riots,10.1007/s11127-012-9955-7,0.204041967664259,the political economy of power-sharing,the political economy of the reconstruction era's race riots,0.204041967664259
Legislative Studies Quarterly,,NULL,,Legislative budget cycles,10.1007/s11127-012-0043-9,0.21671592775041,legislative studies quarterly,legislative budget cycles,0.21671592775041
Perceptions of Electoral Integrity,doi:10.7910/DVN/24075,"c(""Pippa Norris"", ""Richard W. Frank"", ""Ferran Martinez i Coma"")",Perceptions of Electoral Integrity Dataverse,Indicators of electoral victory,10.1007/s11127-009-9514-z,0.239418089816572,perceptions of electoral integrity,indicators of electoral victory,0.239418089816572
The Political Economy of Power-Sharing,,NULL,,The political economy of fertility,10.1007/s11127-011-9879-7,0.146542827657379,the political economy of power-sharing,the political economy of fertility,0.146542827657379
The Political Economy of Power-Sharing,,NULL,,"The political economy of churches in denmark, 1300–2015",10.1007/s11127-017-0455-7,0.212546517809676,the political economy of power-sharing,"the political economy of churches in denmark, 1300–2015",0.212546517809676
The Political Economy of Power-Sharing,,NULL,,The political economy of the essential air service program,10.1007/s11127-015-0298-z,0.185647307924985,the political economy of power-sharing,the political economy of the essential air service program,0.185647307924985
Replication Data for: Causal Inference for Interfering Units With Cluster and Population Level Treatment Allocation Programs,doi:10.7910/DVN/1YBDV6,"Papadogeorgou, Georgia",Causal Inference for Interfering Units With Cluster and Population Level Treatment Allocation Programs Dataverse,Causal inference and american political development: contrasts and complementarities,10.1007/s11127-019-00694-4,0.239520369551329,causal inference for interfering units with cluster and population level treatment allocation programs,causal inference and american political development contrasts and complementarities,0.235886787604494
Replication Data for: Causal Inference for Interfering Units With Cluster and Population Level Treatment Allocation Programs,doi:10.7910/DVN/1YBDV6,"Papadogeorgou, Georgia",Causal Inference for Interfering Units With Cluster and Population Level Treatment Allocation Programs Dataverse,Causal inference and american political development: common challenges and opportunities,10.1007/s11127-019-00690-8,0.227198455139632,causal inference for interfering units with cluster and population level treatment allocation programs,causal inference and american political development common challenges and opportunities,0.217465348208249
The Political Economy of Power-Sharing,,NULL,,The political economy of voluntary public service,10.1007/s11127-019-00752-x,0.176344221899286,the political economy of power-sharing,the political economy of voluntary public service,0.176344221899286
The Political Economy of Power-Sharing,,NULL,,The political economy of wage and price controls: evidence from the nixon tapes,10.1007/s11127-016-0381-0,0.235536669247529,the political economy of power-sharing,the political economy of wage and price controls evidence from the nixon tapes,0.233535154587786
Happiness and Health Study,,NULL,,Happiness and public choice,10.1007/s11127-010-9681-y,0.232368670965162,happiness and health study,happiness and public choice,0.232368670965162
Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,,NULL,,"Education, political discontent, and emigration intentions: evidence from a natural experiment in turkey",10.1007/s11127-019-00724-1,0.231460532931121,replication material for understanding segmentation in rural electricity markets evidence from india,"education, political discontent, and emigration intentions evidence from a natural experiment in turkey",0.217997123336929
